STD_ID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,MathScore,ReadingScore,WritingScore
4896,female,group E,some college,free/reduced,none,married,regularly,yes,3,private,76,83,83
4897,female,group D,high school,standard,completed,single,sometimes,yes,1,private,71,82,87
4898,female,group C,bachelor's degree,standard,none,married,sometimes,yes,4,school_bus,66,71,73
4899,male,group D,some college,free/reduced,none,divorced,regularly,no,1,school_bus,58,55,55
4900,male,group B,bachelor's degree,free/reduced,none,married,regularly,yes,2,private,69,69,64
4901,female,group D,some high school,standard,completed,divorced,regularly,no,2,school_bus,60,69,73
4902,female,group A,some college,standard,none,divorced,sometimes,yes,1,private,62,65,64
4903,female,group C,some high school,free/reduced,none,single,regularly,yes,1,private,44,54,52
4904,male,group D,high school,free/reduced,none,married,sometimes,yes,3,private,68,67,62
4905,male,group C,bachelor's degree,standard,completed,divorced,sometimes,yes,2,school_bus,60,66,67
4906,male,group A,associate's degree,free/reduced,completed,divorced,regularly,yes,2,school_bus,60,61,61
4907,female,group C,associate's degree,standard,none,married,regularly,no,1,private,71,75,74
4908,male,group E,some high school,standard,none,single,regularly,yes,4,school_bus,71,71,67
4909,female,group D,associate's degree,standard,none,married,never,yes,0,private,54,66,66
4910,male,group C,associate's degree,standard,none,married,regularly,yes,1,school_bus,66,63,59
4911,female,group C,some college,standard,none,divorced,regularly,yes,2,private,70,78,77
4912,male,group B,some high school,standard,none,married,never,yes,1,private,56,53,50
4913,male,group D,high school,standard,completed,single,regularly,yes,3,school_bus,97,88,89
4914,female,group C,some high school,standard,none,single,sometimes,no,5,private,66,79,75
4915,male,group B,high school,standard,completed,single,sometimes,no,3,private,67,58,60
4916,female,group E,high school,free/reduced,none,married,regularly,yes,3,private,71,83,78
4917,female,group B,high school,free/reduced,completed,divorced,sometimes,yes,3,private,71,83,81
4918,male,group D,high school,free/reduced,none,married,sometimes,no,1,private,77,68,64
4919,female,group B,bachelor's degree,free/reduced,completed,married,sometimes,yes,4,private,54,66,67
4920,male,group E,some high school,standard,none,divorced,sometimes,yes,1,school_bus,84,77,65
4921,female,group D,some high school,standard,completed,married,sometimes,no,2,private,76,79,81
4922,female,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,3,private,71,82,85
4923,female,group D,high school,standard,none,married,regularly,yes,4,school_bus,62,61,64
4924,female,group C,high school,standard,none,divorced,sometimes,yes,3,school_bus,51,50,54
4925,male,group E,associate's degree,free/reduced,none,married,sometimes,yes,2,private,60,60,58
4926,male,group E,high school,standard,none,married,sometimes,yes,0,school_bus,99,86,79
4927,female,group C,some high school,standard,completed,married,regularly,yes,1,private,57,73,74
4928,female,group E,some college,standard,none,single,regularly,yes,1,private,94,92,88
4929,female,group D,some college,standard,completed,married,sometimes,yes,2,private,51,63,65
4930,female,group C,some high school,free/reduced,none,single,regularly,yes,1,school_bus,31,36,30
4931,male,group E,some college,standard,none,married,sometimes,yes,3,private,72,58,55
4932,female,group C,some college,standard,none,married,sometimes,yes,2,private,55,65,59
4933,female,group E,high school,standard,completed,married,regularly,yes,1,school_bus,84,84,85
4934,female,group D,associate's degree,free/reduced,none,single,sometimes,yes,4,school_bus,61,75,71
4935,male,group C,high school,standard,none,divorced,regularly,yes,0,school_bus,72,77,66
4936,female,group D,associate's degree,free/reduced,none,married,sometimes,yes,1,school_bus,79,87,78
4937,female,group D,some college,standard,completed,divorced,sometimes,no,1,private,48,56,61
4938,male,group B,some college,standard,none,married,regularly,yes,4,school_bus,83,82,83
4939,female,group C,associate's degree,standard,none,single,sometimes,yes,2,private,79,86,89
4940,female,group A,high school,standard,none,divorced,sometimes,no,1,school_bus,78,87,83
4941,female,group D,some high school,standard,completed,married,sometimes,yes,2,private,64,80,85
4942,female,group D,some high school,standard,none,divorced,sometimes,yes,1,school_bus,86,89,89
4943,female,group D,some high school,free/reduced,completed,married,never,no,1,school_bus,53,77,79
4944,female,group A,associate's degree,standard,completed,widowed,sometimes,yes,1,private,47,59,67
4945,female,group B,some high school,standard,none,married,regularly,yes,2,private,62,76,69
4946,female,group B,bachelor's degree,standard,none,married,sometimes,yes,3,private,58,68,69
4947,female,group B,master's degree,standard,none,married,regularly,no,2,school_bus,66,86,82
4948,female,group C,associate's degree,free/reduced,completed,married,sometimes,yes,4,school_bus,87,95,98
4949,female,group D,associate's degree,standard,completed,divorced,regularly,no,3,school_bus,59,62,68
4950,female,group A,associate's degree,standard,none,married,sometimes,yes,1,private,77,86,81
4951,female,group E,some college,standard,completed,married,sometimes,no,4,school_bus,72,77,74
4952,male,group D,some college,standard,completed,widowed,sometimes,yes,4,school_bus,83,75,82
4953,male,group A,some high school,standard,completed,married,sometimes,no,1,private,85,91,89
4954,male,group D,bachelor's degree,standard,completed,single,regularly,no,6,private,86,73,78
4955,female,group A,some high school,standard,none,single,regularly,yes,2,private,55,62,64
4956,male,group D,some college,standard,none,single,never,yes,3,private,67,77,70
4957,male,group D,high school,free/reduced,completed,married,sometimes,no,2,school_bus,50,56,61
4958,female,group D,some high school,standard,none,divorced,sometimes,no,1,school_bus,86,88,89
4959,male,group D,some college,standard,none,divorced,regularly,yes,7,school_bus,74,58,60
4960,male,group C,some college,standard,none,divorced,sometimes,yes,3,private,74,73,65
4961,female,group C,master's degree,standard,none,married,never,yes,2,school_bus,33,43,48
4962,male,group E,some high school,standard,none,married,regularly,yes,4,private,64,58,52
4963,male,group D,some high school,standard,none,married,never,yes,2,school_bus,81,70,68
4964,male,group D,bachelor's degree,standard,completed,single,sometimes,yes,1,school_bus,66,65,69
4965,male,group B,high school,standard,none,married,never,yes,1,private,46,43,44
4966,female,group D,bachelor's degree,free/reduced,completed,married,regularly,no,3,private,50,80,79
4967,male,group C,some college,standard,none,single,sometimes,yes,1,private,76,69,70
4968,male,group B,high school,standard,none,divorced,never,no,1,private,61,67,63
4969,female,group C,high school,free/reduced,completed,married,regularly,yes,2,school_bus,72,81,83
4970,male,group C,associate's degree,free/reduced,completed,married,regularly,no,2,private,65,67,68
4971,male,group E,associate's degree,free/reduced,none,married,regularly,yes,1,school_bus,75,65,63
4972,female,group C,some college,standard,none,widowed,regularly,yes,4,school_bus,80,93,96
4973,female,group B,bachelor's degree,free/reduced,none,divorced,sometimes,yes,2,private,62,76,71
4974,male,group E,associate's degree,standard,none,divorced,sometimes,no,7,private,94,86,76
4975,female,group C,high school,free/reduced,completed,married,sometimes,yes,3,private,64,80,75
4976,female,group B,master's degree,free/reduced,none,divorced,regularly,no,1,private,50,66,69
4977,female,group E,some high school,standard,none,married,regularly,yes,3,school_bus,86,82,84
4978,female,group C,some high school,free/reduced,completed,married,regularly,yes,3,school_bus,28,36,34
4979,male,group C,some college,free/reduced,none,married,sometimes,yes,3,school_bus,36,35,35
4980,female,group B,high school,standard,none,divorced,regularly,yes,2,private,90,89,86
4981,female,group D,associate's degree,standard,none,single,sometimes,no,2,private,80,93,85
4982,male,group D,some college,standard,completed,single,never,yes,3,school_bus,78,65,74
4983,female,group E,some high school,free/reduced,none,married,regularly,yes,0,school_bus,85,85,84
4984,male,group E,some college,standard,completed,married,never,yes,0,school_bus,97,84,82
4985,female,group E,high school,free/reduced,none,single,sometimes,yes,1,private,64,67,71
4986,female,group C,high school,standard,none,married,regularly,yes,2,private,82,77,80
4987,male,group E,associate's degree,standard,completed,married,sometimes,yes,4,private,97,92,90
4988,female,group B,high school,standard,completed,married,sometimes,no,3,private,66,79,81
4989,male,group D,some college,free/reduced,none,married,regularly,yes,2,private,53,57,53
4990,female,group C,associate's degree,free/reduced,none,married,regularly,no,4,private,38,63,63
4991,female,group C,master's degree,standard,none,married,sometimes,no,2,school_bus,79,93,92
4992,female,group D,some college,free/reduced,none,divorced,never,no,3,school_bus,75,83,83
4993,male,group E,bachelor's degree,free/reduced,none,single,sometimes,yes,1,private,82,74,70
4994,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,2,school_bus,59,68,62
4995,female,group D,associate's degree,standard,none,married,sometimes,yes,4,school_bus,76,85,89
4996,female,group C,some high school,free/reduced,none,married,sometimes,yes,4,private,46,72,61
4997,male,group B,some college,free/reduced,completed,married,sometimes,yes,2,school_bus,62,66,65
4998,female,group D,high school,standard,none,married,regularly,yes,0,private,36,45,46
4999,male,group E,associate's degree,standard,none,married,sometimes,yes,2,private,72,72,66
5000,male,group A,bachelor's degree,free/reduced,none,married,sometimes,yes,0,school_bus,49,39,42
5001,female,group C,some college,free/reduced,none,married,regularly,yes,3,school_bus,63,72,69
5002,female,group B,high school,free/reduced,none,married,sometimes,no,3,school_bus,67,83,76
5003,female,group B,bachelor's degree,standard,none,married,regularly,yes,1,school_bus,70,81,84
5004,male,group C,associate's degree,standard,none,married,never,yes,1,private,84,89,84
5005,male,group C,some college,standard,none,married,sometimes,yes,0,school_bus,76,66,61
5006,female,group C,some college,free/reduced,none,married,regularly,yes,1,school_bus,60,62,60
5007,female,group E,bachelor's degree,free/reduced,none,married,regularly,no,1,school_bus,59,72,69
5008,male,group B,some high school,standard,none,married,sometimes,yes,0,school_bus,59,51,43
5009,male,group E,some high school,standard,none,divorced,never,yes,4,school_bus,65,70,66
5010,female,group C,some high school,standard,none,married,regularly,no,1,school_bus,80,82,76
5011,male,group C,associate's degree,free/reduced,none,married,regularly,no,2,school_bus,72,71,67
5012,male,group C,associate's degree,standard,completed,married,sometimes,yes,1,private,85,78,82
5013,male,group B,some high school,free/reduced,none,married,regularly,yes,4,school_bus,54,49,41
5014,female,group D,bachelor's degree,standard,none,divorced,regularly,yes,2,school_bus,68,77,79
5015,male,group A,some college,standard,none,single,never,yes,3,private,71,67,59
5016,female,group B,bachelor's degree,free/reduced,none,married,never,no,2,private,45,57,57
5017,female,group B,some high school,free/reduced,completed,married,regularly,yes,2,school_bus,49,64,57
5018,female,group B,associate's degree,standard,none,divorced,regularly,yes,1,school_bus,58,62,63
5019,male,group E,bachelor's degree,standard,none,married,sometimes,no,1,school_bus,91,73,77
5020,female,group D,some high school,free/reduced,none,single,regularly,yes,3,school_bus,56,62,59
5021,male,group C,high school,standard,completed,divorced,sometimes,yes,3,school_bus,63,69,63
5022,female,group E,associate's degree,free/reduced,none,married,sometimes,yes,1,school_bus,61,65,60
5023,male,group C,high school,standard,none,married,sometimes,no,1,private,79,84,73
5024,female,group A,bachelor's degree,standard,completed,divorced,sometimes,yes,2,school_bus,60,70,74
5025,female,group C,associate's degree,standard,completed,single,never,yes,2,private,93,98,97
5026,male,group C,master's degree,standard,none,single,regularly,yes,3,private,71,73,73
5027,male,group E,some college,free/reduced,completed,married,regularly,yes,3,school_bus,73,69,66
5028,female,group B,some high school,standard,none,married,sometimes,no,4,school_bus,76,72,70
5029,female,group E,high school,standard,none,single,never,yes,3,private,75,66,63
5030,female,group B,bachelor's degree,standard,none,married,sometimes,no,3,private,67,65,67
5031,male,group E,high school,free/reduced,none,married,sometimes,no,1,school_bus,87,87,77
5032,female,group E,some high school,standard,none,divorced,sometimes,no,1,school_bus,74,79,79
5033,female,group E,associate's degree,standard,none,married,sometimes,yes,0,school_bus,61,65,63
5034,female,group B,master's degree,standard,none,married,sometimes,yes,3,private,74,71,72
5035,male,group E,some college,standard,none,single,never,yes,1,private,80,67,67
5036,male,group D,associate's degree,free/reduced,none,divorced,sometimes,yes,0,school_bus,73,64,67
5037,male,group C,some college,free/reduced,none,married,sometimes,yes,3,school_bus,48,45,39
5038,male,group C,some high school,free/reduced,none,single,regularly,yes,3,school_bus,50,48,48
5039,female,group B,bachelor's degree,free/reduced,none,married,regularly,no,2,private,42,55,55
5040,female,group C,some high school,free/reduced,completed,single,regularly,yes,2,school_bus,46,66,59
5041,female,group B,master's degree,free/reduced,none,single,sometimes,no,3,school_bus,33,45,48
5042,female,group B,some high school,standard,completed,married,regularly,yes,2,school_bus,62,76,73
5043,male,group D,some college,standard,none,married,sometimes,yes,0,school_bus,71,61,61
5044,male,group D,high school,free/reduced,none,married,sometimes,yes,1,private,74,68,61
5045,female,group B,associate's degree,standard,completed,married,sometimes,no,4,school_bus,47,63,65
5046,female,group E,associate's degree,free/reduced,none,single,regularly,yes,1,school_bus,88,86,89
5047,female,group A,high school,standard,completed,single,regularly,yes,3,school_bus,65,69,73
5048,male,group D,some college,free/reduced,none,married,regularly,no,4,school_bus,67,66,66
5049,female,group B,high school,free/reduced,none,married,regularly,yes,4,school_bus,52,45,48
5050,male,group C,some high school,standard,none,married,sometimes,yes,5,private,82,79,73
5051,female,group C,associate's degree,standard,none,single,regularly,yes,2,private,81,93,90
5052,female,group B,some high school,free/reduced,none,single,regularly,yes,3,private,31,44,41
5053,male,group E,associate's degree,free/reduced,completed,single,sometimes,yes,2,private,58,49,52
5054,female,group B,high school,free/reduced,completed,married,sometimes,yes,4,private,70,69,74
5055,female,group B,some high school,free/reduced,completed,single,sometimes,yes,4,school_bus,65,83,85
5056,female,group C,high school,free/reduced,completed,married,sometimes,yes,2,school_bus,61,71,75
5057,male,group C,some high school,free/reduced,none,married,sometimes,yes,0,private,46,43,43
5058,male,group D,bachelor's degree,standard,completed,married,sometimes,yes,1,private,77,64,69
5059,male,group B,associate's degree,standard,none,divorced,sometimes,yes,1,private,75,80,79
5060,female,group D,some college,free/reduced,completed,married,sometimes,yes,1,school_bus,53,57,60
5061,female,group B,high school,standard,none,single,sometimes,no,3,school_bus,53,59,64
5062,male,group D,high school,standard,none,married,sometimes,no,3,school_bus,89,78,76
5063,male,group E,some college,free/reduced,completed,married,regularly,no,2,private,93,96,100
5064,male,group D,associate's degree,standard,none,widowed,never,no,1,school_bus,82,81,78
5065,male,group C,associate's degree,standard,none,single,never,no,3,school_bus,65,57,58
5066,male,group D,some college,free/reduced,none,divorced,sometimes,yes,4,private,65,74,68
5067,female,group A,some college,free/reduced,none,married,sometimes,no,2,school_bus,41,52,53
5068,male,group C,master's degree,free/reduced,none,single,sometimes,yes,0,private,56,62,56
5069,male,group D,some high school,free/reduced,completed,married,never,yes,5,private,59,62,60
5070,female,group D,some high school,free/reduced,completed,divorced,sometimes,no,1,school_bus,52,67,66
5071,male,group B,master's degree,standard,completed,married,regularly,yes,4,school_bus,80,79,91
5072,male,group D,some college,standard,completed,married,sometimes,yes,1,private,98,94,96
5073,male,group C,high school,standard,none,married,sometimes,yes,1,private,69,74,63
5074,male,group A,associate's degree,standard,none,single,sometimes,yes,0,private,69,61,62
5075,female,group D,high school,standard,none,single,sometimes,no,1,private,67,74,67
5076,female,group E,associate's degree,standard,none,married,sometimes,yes,2,school_bus,97,96,96
5077,male,group D,some college,standard,completed,divorced,regularly,yes,1,school_bus,100,90,97
5078,female,group C,some high school,free/reduced,none,married,regularly,yes,2,school_bus,35,37,42
5079,male,group B,high school,free/reduced,none,single,sometimes,yes,2,school_bus,51,45,43
5080,female,group D,high school,standard,completed,married,regularly,yes,1,school_bus,79,77,83
5081,female,group D,some high school,standard,none,divorced,sometimes,no,2,school_bus,52,66,61
5082,female,group B,high school,standard,none,married,regularly,yes,0,school_bus,61,67,63
5083,female,group A,associate's degree,standard,completed,married,never,yes,3,school_bus,64,64,71
5084,female,group B,associate's degree,standard,none,single,never,no,3,school_bus,49,61,59
5085,male,group D,bachelor's degree,free/reduced,completed,single,sometimes,no,1,school_bus,59,63,65
5086,male,group D,some college,standard,none,single,sometimes,yes,1,school_bus,57,55,49
5087,male,group C,some high school,standard,none,married,sometimes,no,2,private,78,77,71
5088,male,group C,associate's degree,standard,completed,married,regularly,yes,3,private,85,74,74
5089,female,group C,some college,standard,none,single,sometimes,no,1,school_bus,66,69,65
5090,male,group C,high school,standard,completed,widowed,sometimes,no,5,school_bus,78,73,70
5091,male,group D,bachelor's degree,standard,none,divorced,regularly,no,3,school_bus,85,69,77
5092,female,group B,some high school,standard,none,single,regularly,yes,0,private,56,63,59
5093,male,group D,associate's degree,free/reduced,none,married,regularly,yes,1,school_bus,51,56,54
5094,male,group D,some high school,free/reduced,none,married,never,yes,2,school_bus,59,69,64
5095,female,group C,some college,free/reduced,none,married,regularly,yes,3,school_bus,46,54,60
5096,female,group A,associate's degree,free/reduced,none,divorced,regularly,yes,2,private,36,43,47
5097,female,group D,master's degree,standard,none,single,sometimes,no,1,private,88,89,92
5098,female,group A,associate's degree,free/reduced,none,married,sometimes,no,2,school_bus,51,60,59
5099,female,group D,bachelor's degree,free/reduced,none,widowed,sometimes,yes,2,school_bus,47,65,64
5100,female,group D,some high school,standard,none,married,regularly,yes,4,private,63,70,70
5101,male,group E,some high school,standard,none,married,regularly,yes,2,private,96,87,88
5102,male,group D,high school,standard,none,married,sometimes,no,5,school_bus,60,57,54
5103,male,group D,high school,standard,none,married,regularly,yes,1,school_bus,78,76,73
5104,female,group A,associate's degree,free/reduced,none,married,sometimes,yes,4,private,32,44,43
5105,female,group C,some high school,free/reduced,completed,divorced,sometimes,no,1,school_bus,34,57,55
5106,female,group C,high school,standard,completed,married,sometimes,yes,1,school_bus,76,83,74
5107,male,group B,master's degree,free/reduced,completed,married,never,yes,1,private,75,72,72
5108,male,group D,some high school,standard,completed,divorced,regularly,yes,1,school_bus,88,88,91
5109,female,group E,some college,free/reduced,completed,divorced,never,yes,4,school_bus,68,78,80
5110,female,group E,some high school,standard,none,married,sometimes,yes,3,school_bus,63,71,65
5111,male,group B,master's degree,standard,none,single,sometimes,no,3,school_bus,88,83,80
5112,female,group B,some high school,free/reduced,completed,married,sometimes,yes,1,private,42,61,61
5113,male,group C,some high school,free/reduced,none,married,regularly,yes,3,school_bus,47,41,41
5114,male,group C,associate's degree,standard,completed,widowed,never,yes,3,private,92,93,89
5115,male,group E,some high school,free/reduced,none,divorced,sometimes,no,2,private,60,50,49
5116,female,group B,high school,standard,none,divorced,sometimes,no,2,school_bus,58,72,71
5117,male,group C,bachelor's degree,standard,none,married,never,yes,1,private,93,88,86
5118,female,group C,high school,free/reduced,none,single,sometimes,yes,4,private,60,68,67
5119,female,group D,associate's degree,standard,none,divorced,regularly,no,2,private,49,62,64
5120,female,group C,high school,free/reduced,none,divorced,sometimes,no,2,school_bus,73,80,78
5121,female,group E,master's degree,standard,completed,married,sometimes,yes,2,school_bus,93,96,90
5122,male,group D,some college,standard,completed,married,sometimes,yes,4,school_bus,75,75,75
5123,female,group E,bachelor's degree,standard,completed,married,never,yes,2,school_bus,79,86,81
5124,male,group C,bachelor's degree,standard,none,married,regularly,no,3,school_bus,69,52,62
5125,female,group B,some college,standard,completed,married,sometimes,no,2,private,72,82,86
5126,male,group B,associate's degree,standard,completed,married,sometimes,yes,1,school_bus,72,71,71
5127,female,group A,some college,standard,none,married,sometimes,no,1,school_bus,60,61,64
5128,male,group D,some college,free/reduced,none,married,never,yes,3,school_bus,60,54,54
5129,female,group C,bachelor's degree,standard,none,married,sometimes,yes,2,private,50,65,57
5130,female,group B,bachelor's degree,free/reduced,none,divorced,sometimes,yes,0,private,49,67,63
5131,male,group A,bachelor's degree,standard,none,married,regularly,yes,2,private,89,84,82
5132,male,group A,some high school,free/reduced,completed,married,regularly,yes,1,private,53,56,49
5133,male,group D,some college,free/reduced,none,married,never,yes,1,private,39,36,32
5134,female,group C,high school,standard,none,married,regularly,yes,7,school_bus,44,54,52
5135,male,group D,bachelor's degree,standard,none,single,regularly,yes,3,school_bus,91,81,80
5136,male,group D,some high school,free/reduced,none,divorced,regularly,yes,4,school_bus,43,41,35
5137,male,group B,associate's degree,standard,none,married,sometimes,no,1,school_bus,78,79,72
5138,female,group C,some college,standard,completed,married,sometimes,yes,1,school_bus,60,70,71
5139,female,group C,some high school,standard,none,married,regularly,yes,3,school_bus,74,74,74
5140,female,group D,some college,standard,completed,married,sometimes,no,1,school_bus,95,100,100
5141,male,group B,associate's degree,standard,none,single,sometimes,yes,1,school_bus,51,57,57
5142,male,group C,some high school,standard,none,widowed,never,yes,0,private,60,60,55
5143,male,group A,high school,standard,none,married,never,yes,2,school_bus,80,81,71
5144,female,group B,high school,free/reduced,none,divorced,sometimes,yes,5,private,42,50,51
5145,female,group C,some high school,standard,completed,married,sometimes,no,4,private,76,84,95
5146,male,group C,some high school,standard,none,married,regularly,yes,1,private,67,69,60
5147,male,group B,master's degree,standard,none,divorced,regularly,yes,3,private,53,53,53
5148,male,group D,some college,standard,completed,single,regularly,yes,0,school_bus,97,87,95
5149,male,group D,bachelor's degree,free/reduced,none,married,never,yes,2,private,70,60,60
5150,female,group A,high school,standard,completed,married,never,no,3,private,81,78,81
5151,female,group C,high school,standard,none,married,sometimes,yes,0,private,70,84,76
5152,male,group D,associate's degree,standard,none,single,sometimes,yes,3,school_bus,70,60,56
5153,female,group C,master's degree,standard,completed,divorced,sometimes,no,1,school_bus,77,86,91
5154,female,group B,some college,free/reduced,completed,married,sometimes,yes,4,private,44,67,62
5155,female,group D,master's degree,free/reduced,completed,single,regularly,yes,4,private,73,82,85
5156,male,group D,bachelor's degree,standard,completed,married,regularly,yes,1,school_bus,85,79,81
5157,female,group D,master's degree,free/reduced,completed,single,sometimes,yes,1,school_bus,75,95,95
5158,male,group C,some college,free/reduced,completed,married,regularly,yes,0,school_bus,53,45,59
5159,female,group C,some college,standard,none,single,sometimes,yes,2,school_bus,84,84,84
5160,female,group B,associate's degree,standard,completed,single,never,yes,1,school_bus,53,73,69
5161,female,group B,associate's degree,free/reduced,completed,single,sometimes,no,1,private,62,77,79
5162,male,group B,bachelor's degree,standard,none,divorced,never,no,3,school_bus,63,62,58
5163,female,group C,high school,standard,none,married,sometimes,yes,3,school_bus,65,66,68
5164,female,group B,some college,free/reduced,completed,single,sometimes,yes,0,private,44,55,59
5165,female,group D,high school,standard,none,married,regularly,no,1,private,65,69,70
5166,male,group B,some college,standard,none,married,sometimes,yes,1,private,56,51,49
5167,female,group B,high school,standard,completed,divorced,sometimes,no,4,private,62,57,67
5168,female,group B,some high school,free/reduced,none,married,sometimes,yes,0,school_bus,69,74,71
5169,female,group C,high school,free/reduced,none,married,sometimes,yes,3,school_bus,35,33,36
5170,female,group B,bachelor's degree,standard,completed,married,sometimes,no,2,school_bus,83,91,91
5171,female,group D,some college,standard,none,married,sometimes,yes,0,school_bus,69,76,78
5172,male,group C,some high school,free/reduced,none,married,regularly,no,5,private,46,46,43
5173,female,group A,some high school,free/reduced,none,married,sometimes,yes,1,private,62,74,69
5174,male,group B,master's degree,standard,completed,married,never,yes,1,private,83,76,80
5175,male,group A,master's degree,free/reduced,completed,married,regularly,no,2,private,72,65,66
5176,male,group B,high school,free/reduced,none,married,sometimes,no,1,school_bus,76,73,68
5177,female,group C,some high school,free/reduced,none,married,sometimes,no,3,private,63,74,75
5178,male,group C,some high school,free/reduced,completed,married,never,yes,0,school_bus,52,56,51
5179,male,group D,bachelor's degree,free/reduced,completed,single,sometimes,yes,1,school_bus,77,83,78
5180,male,group C,associate's degree,standard,completed,single,sometimes,no,2,private,57,54,60
5181,female,group A,bachelor's degree,standard,none,married,regularly,yes,0,school_bus,55,65,62
5182,male,group D,some high school,free/reduced,none,married,never,no,2,school_bus,64,60,57
5183,male,group C,master's degree,standard,completed,married,sometimes,no,1,private,85,71,74
5184,female,group E,high school,free/reduced,completed,married,sometimes,yes,1,private,90,91,93
5185,male,group B,associate's degree,standard,completed,single,never,no,5,private,93,88,85
5186,male,group C,bachelor's degree,standard,none,married,never,yes,0,private,79,63,64
5187,female,group E,some college,standard,none,married,sometimes,yes,3,school_bus,75,83,75
5188,male,group D,some college,free/reduced,completed,married,sometimes,yes,3,school_bus,69,64,73
5189,male,group D,some college,standard,none,divorced,regularly,yes,3,private,87,69,75
5190,male,group C,bachelor's degree,standard,none,married,sometimes,yes,0,school_bus,57,64,62
5191,male,group D,associate's degree,free/reduced,none,divorced,never,yes,0,school_bus,71,72,75
5192,male,group D,some college,standard,completed,married,sometimes,yes,1,school_bus,83,73,69
5193,female,group C,high school,free/reduced,none,married,regularly,no,1,private,59,70,65
5194,female,group C,bachelor's degree,standard,none,married,sometimes,yes,3,private,76,86,84
5195,male,group D,some college,free/reduced,none,married,regularly,no,3,private,59,53,50
5196,female,group B,some high school,standard,completed,married,regularly,yes,3,school_bus,46,60,53
5197,female,group C,some high school,standard,none,single,sometimes,yes,2,private,72,82,82
5198,female,group D,some college,standard,none,divorced,sometimes,yes,1,school_bus,54,69,64
5199,male,group C,some high school,free/reduced,none,married,sometimes,no,1,school_bus,62,51,46
5200,female,group D,master's degree,standard,completed,single,never,no,4,school_bus,53,69,68
5201,female,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,3,private,87,91,86
5202,male,group E,some college,free/reduced,none,divorced,regularly,yes,2,private,49,38,41
5203,male,group E,master's degree,free/reduced,none,single,sometimes,yes,0,school_bus,62,54,58
5204,male,group D,some high school,standard,completed,married,regularly,no,4,private,78,81,80
5205,male,group C,master's degree,standard,completed,divorced,regularly,yes,0,school_bus,57,56,53
5206,male,group D,bachelor's degree,free/reduced,none,married,regularly,yes,2,school_bus,55,48,58
5207,female,group C,some college,standard,none,married,regularly,yes,1,school_bus,67,67,68
5208,female,group C,some high school,standard,none,single,sometimes,yes,3,private,69,60,64
5209,male,group E,high school,free/reduced,none,single,regularly,yes,3,school_bus,50,49,47
5210,female,group D,some college,free/reduced,completed,married,sometimes,no,3,private,64,76,76
5211,female,group E,associate's degree,standard,none,single,regularly,yes,1,school_bus,54,69,61
5212,male,group C,associate's degree,standard,none,married,sometimes,yes,1,private,62,58,57
5213,female,group D,some college,standard,completed,married,sometimes,yes,2,school_bus,75,91,93
5214,male,group D,associate's degree,free/reduced,none,divorced,regularly,yes,0,school_bus,59,56,58
5215,female,group B,master's degree,standard,none,divorced,regularly,yes,0,school_bus,60,87,81
5216,female,group B,master's degree,free/reduced,none,married,sometimes,no,2,school_bus,74,75,82
5217,male,group D,high school,standard,none,married,sometimes,yes,0,school_bus,81,74,71
5218,female,group D,master's degree,standard,none,divorced,never,no,2,private,80,89,91
5219,female,group D,some college,free/reduced,completed,divorced,sometimes,no,4,private,66,78,80
5220,female,group D,some college,standard,none,married,regularly,no,5,private,42,47,58
5221,female,group D,high school,free/reduced,completed,married,sometimes,no,1,school_bus,39,49,56
5222,female,group C,bachelor's degree,free/reduced,none,widowed,sometimes,yes,0,school_bus,74,85,91
5223,male,group D,high school,standard,none,married,regularly,yes,3,school_bus,84,88,86
5224,female,group D,some college,free/reduced,none,married,never,yes,2,school_bus,58,67,66
5225,male,group B,master's degree,standard,none,divorced,never,yes,0,school_bus,82,79,73
5226,male,group C,some high school,standard,none,divorced,regularly,yes,3,private,90,71,75
5227,female,group B,associate's degree,free/reduced,completed,divorced,never,no,1,private,72,88,86
5228,female,group C,some high school,standard,none,married,regularly,yes,0,school_bus,72,91,85
5229,male,group D,some college,standard,none,married,never,yes,1,private,48,55,47
5230,female,group B,some high school,standard,none,married,regularly,no,1,school_bus,61,68,71
5231,male,group D,associate's degree,standard,completed,married,sometimes,no,1,private,83,78,78
5232,female,group C,some high school,standard,completed,divorced,regularly,yes,2,private,66,63,70
5233,female,group B,some college,standard,none,married,sometimes,yes,6,private,92,91,94
5234,female,group B,some high school,free/reduced,completed,divorced,sometimes,yes,2,private,45,56,57
5235,male,group C,bachelor's degree,free/reduced,completed,married,never,yes,0,private,60,65,62
5236,female,group B,associate's degree,free/reduced,none,married,regularly,yes,2,school_bus,58,72,68
5237,female,group C,high school,standard,none,married,never,yes,5,private,79,91,86
5238,female,group D,some high school,standard,none,married,sometimes,yes,2,school_bus,67,71,69
5239,female,group D,associate's degree,standard,completed,married,regularly,no,3,school_bus,99,100,100
5240,male,group C,associate's degree,standard,none,divorced,regularly,yes,0,private,61,52,50
5241,female,group C,master's degree,standard,completed,single,sometimes,yes,0,school_bus,80,97,100
5242,male,group A,high school,standard,none,married,sometimes,no,4,private,62,64,61
